Course Code,Course Prefix,Course Number,Course Section,Season,Year,Course Name,Instructor,URL,Page,Link Index,Total Students,Grade A,Grade A-,Grade B+,Grade B,Grade B-,Grade C+,Grade C,Grade C-,Grade D,Grade F,Overall Mean,Overall StdDev,Overall Responses,StudyHours Mean,StudyHours StdDev,StudyHours Responses,Attendance Mean,Attendance StdDev,Attendance Responses,Valuable Comments,Improvement Comments,Credits,SBC,Prerequisites,Advisory
AAS201,AAS,201,01,Fall,2021,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1218/88017,1,43,60,19,16,6,11,3,5,0,0,0,0,,,,1.38,1.05,1.0,1.38,1.05,1.0,"I learned a lot through this course. Professor Sridhar is very knowledgable and you can tell that he is very passionate about what he is teaching. I was able to learn so much during each of his classes. Professor also gives many opportunities for extra credit that I would definitely recommend making use of. Overall, it was a very enjoyable course. | I found learning new and interesting facts about India, its history and its culture to be the most valuable part of the course, because it taught me of how India is as a country and how it grew to the become the great country it is today. | What I found most valuable about this course was the in depth knowledge Professor Sridhar had about each topic that was discussed. | I thought that often the instructor included very interesting information in his lectures. | The course tries to cover ALL of the Indian subcontinent.","This course needs clearer goals and less material crammed into a semester. It was an ambitious goal but there is a literal change in the way you learn that happens in the first few weeks because of the meaning behind evey facet of what you learn about India. Its not just foreign words, its foreign for most to digest the literal, cultural, lingustical, theological and metaphorical meaning behind each fact you are learning. Then you have to compare that fact with its reference within India based off of which sub-category it comes from in terms of language or cultural identity. | I think that the professor needs to understand that post Covid a lot of people haven’t taken in person exams for him to not give us any homework or schoolwork to do and only give us one midterm and one final the whole semester is extremely difficult especially for people who have not taken an in person exam for almost 2 years so I think he could’ve done a better job of teaching us and helping us succeed. | His review sessions could go more in depth into what the questions will ask. We go into exams not knowing the format or how questions will be worded and it kind of throws you off in the first exam because it goes so much more in depth than what you expect it to be. I recommend doing ALL the extra credit and going to ALL lectures and taking A LOT of in depth notes. | This course could be improved by following a better plan for lectures. I feel as though we heard about many details that were not later important for tests and were tested on things we did not hear about in class. | I wish the course document on Blackboard could be more organized and have a standard format/layout. It is hard for me to find the material I need.",3,GLO,,
AAS201,AAS,201,01,Fall,2022,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1228/87539,1,44,24,11,4,4,5,0,0,0,0,0,0,,,,,0.49,,,0.49,,Learning about a new culture,No answer,3,GLO,,
AAS201,AAS,201,01,Spring,2024,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1244/56790,1,45,30,9,8,4,5,3,1,0,0,0,0,,,,,0.71,,,0.71,,"The interest with which the professor taught the course encouraged me to pay attention as well, leading to a more engaging atmosphere in the class. | The texbook and also the notes I took while listening in class | Learned something new","You had to have knowledge from both slides and textbook reading which is a lot to handle. If you only studied off slides or only studied off textbook you get a 50/100 literally. Extra credit provided worth 10 points. Prof slow with emails and does not know how brightspace works. He says he posts something either the file does not open or its not even on there. I ask him in person and through email said he will fix it, he never did. He likes to go off-topic ALOT. Its a morning class, hard to pay attention. I wouldnt take this class if I get to choose again. | If there were a way to see more replicas of artifacts as done with the Priest-King and the Dancing Girl, I think it would make the students more interested in interacting with the material and improve their understanding of it. | have recorded lectures since most stuff are said that are not in the slides",3,GLO,,
AAS201,AAS,201,01,Fall,2024,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1248/96396,1,46,41,17,6,9,7,0,2,0,0,0,0,,,,,1.29,1.0,,1.29,1.0,"Indian culture and heritage, rooted in one of the world&#8217;s oldest civilizations, is extraordinarily rich in knowledge, philosophy, spirituality, and wealth. Exploring its complex and advanced society from the past is both fascinating and deeply inspiring. | The professor was really passionate about the subject which made learning very interesting. I also like that the course offered an overview of Indian history which gave many opportunities to go into more specific studies/topics. | I appreciated the material, but the lack of organization of the professor really showed and the material was essentially worthless | I found the structure of the class to be the most important. I enjoyed the lecture stye of the course. | I did not find anything valuable about this course .","The course had great potential to be coherent, exciting and unfold like a captivating story, but the instructor fell short in delivering it that way.While he is extremely talented, well-mannered, and clearly knowledgeable, this depth was never fully realized in the lectures. Having taken history classes before with professors who brought stories to life, I found this class lacking in continuity.    The topics often veered off on too many tangents, abruptly jumping from one subject to another, disrupting the flow. Which is understandable since Indian history is so rich and with so many historical characters and events, a 3-credit course falls short to cover everything. However, the attempt to cram too much into a short time led to a shallow understanding of key incidents.  The course would have been more effective if it focused solely on ancient Indian history, providing deeper insights instead of attempting to cover both ancient and the recent past  in a single semester. Prioritizing quality over quantity is crucial, as the current approach felt rushed and fragmented, limiting a meaningful understanding of key events. While the instructor is clearly knowledgeable and talented, a more cohesive structure could enhance the learning experience. | Because there is so much information that needs to be covered over a very large period of time (from 3500 BCE to present day) it can be a bit overwhelming trying to cram everything into one semester. I think more organized lesson plans would be beneficial. I also think it would help if the information was delivered in more of a straightforward way. Learning about the Mahabharata was very interesting, but it became a bit overwhelming learning about multiple characters and storylines alongside other information. Essentially, a more streamline course would be helpful. | The professor needs to improve his organization skills so that studying the material is easier for the student, scrolling through hundreds of unimportant files only hinders the student from finding the important material, the lecture are unclear and lack captivation, i found the material very unhelpful when exams came around | This course needs a lot of improvement. I did not understand a lot of what was taught and the exam was too difficult and didn&#8217;t focus on what was taught in the class so the professor should be lenient with grades. | it will be helpful to be more interactive with the class. information given was interesting but it was presented in a boring way.",3,GLO,,
AAS209,AAS,209,01,Spring,2014,CLASSICAL DANCE: BHARATANATYAM,Malini Srinivasan,https://classie-evals.stonybrook.edu/Section/details/AAS/209/01/LEC/1144/46603,1,47,22,20,0,1,0,0,0,1,0,0,0,,,,1.6,0.0,,1.6,0.0,,"This was such a wonderful course and I could go on and on about how much fun I had. If I have to pick one, the most valuable thing for me in this course was how much I learned to control my body through the dance. I am a pretty uncoordinated so it was a bit of a struggle to become a practitioner of this dance form.

I am sad this course is over and I do not want my newfound knowledge of Bharatanatyam  to go to waste. It will be hard to find future opportunities to explore the dance, but I will try to seek these opportunities out. | I was able to get a better understanding of Bharatanatyam and the roots of its foundation. I really enjoyed the class a lot because Malini taught me tons more than I could have ever learned on my own. Taking this class was definitely the best decision I made in regards to developing my knowledge on this ancient dance form. If this class was taken outside of campus, it would have coast hundreds of dollars to get the same amount of time Malini provided students in class. | I enjoyed learning about important Indian cultures and mythology. It is not only a dance class but also an Indian history class involving important people that contributed greatly to the Bharatanatyam art. It has so much structure and discipline within the dance and also encourages you to feel the music. We learned many words in Sanskrit, for all I know I could have at least a small conversation with somebody in this language after taking this class. | Its a perfect combination of everything in it and Dr. Srinivasan possess an awesome way of unifying things for dancers from all levels to make it a great learning experience for them. | I really enjoyed the readings because we were able to get a lot of background on the history and theory aspects of the dance in addition to physical practice.","Perhaps teaching the final piece could be spread out more before we spent a few weeks learning the first half then learned the second, more difficult half in one class. Also, it would have been nice to have some more time in class to work with my group since we were the largest group and had members who needed a lot of help. We had to practice outside of class but because there were so many people in the group and some were commuters, we could not find a time when everyone was available. | I would love to see a more advanced version of this class to be provided in the upcoming years. There's a strong desire from many of my peers for a continuation because of the great experience throughout the course and their bharatnatyam background. | I heard rumors about a possible advanced Bharatanatyam Course. Please make this happen.

For the poem presentations, require students email their poem's music the night before. These classes did not go smoothly and a lot of time was wasted. | Time of this course is little bit difficult for many students to enroll in the class. It should be either morning or evening. There should be advanced class for some one who wants to learn more and to get to full potential. | I really think there should be an upper credit course offered for students who want to take the learning process further.",3,ARTS,,Any dance class
AAS209,AAS,209,01,Spring,2015,CLASSICAL DANCE: BHARATANATYAM,Malini Srinivasan,https://classie-evals.stonybrook.edu/Section/details/AAS/209/01/LEC/1154/46310,1,48,21,14,7,0,0,0,0,0,0,0,0,,,,1.42,0.0,,1.42,0.0,,"I find that practicing the moves even when you are not in the class can help you better improve on the dance pieces you will learn. Also reading the text she assigns you will help you better understand the meaning of Bharatanatyam. | I really enjoyed learning the bharatanatyam dance and being in a class with amazing classmates and a great teacher. I had such a fun time learning the dance and being in such an enjoyable environment. | I enjoyed the size of the class most. It made for a better relationship between students and the professor. | She knows your limits and helps you improve to break them. She is more than a teacher,  I love her. | The different cultural exposure she allowed us to have. She was a great teacher.",I think this class is good the way it is. | This course is already awesome. | I wouldn't change anything | it is the best class ever! | More individual tutoring,3,ARTS,,Any dance class
AAS209,AAS,209,01,Fall,2016,CLASSICAL DANCE: BHARATANATYAM,Malini Srinivasan,https://classie-evals.stonybrook.edu/Section/details/AAS/209/01/LEC/1168/94271,1,49,20,10,8,1,1,0,0,0,0,0,0,,,,1.31,0.24,,1.31,0.24,,"This course was truly great, I took away so much from this course. Professor Malini is by far the best professor I ever had the pleasure of been taught by. She opened me up to a new art form and culture, that I am so grateful I got to partake in. She made the course fun and interesting. The most valuable lesson I took from course is that a strong sense of belonging in a classroom makes for a light-hearted atmosphere, which she did so well. I feel as though this is a course that everyone should take, even just for fun because you will not be disappointed. 10/10 recommend to everyone! | I actually really appreciate that this course was offered in Stony Brook. Although the Bharatanatyam is indian classical dance, there was so much diversity in the class. I learned so much from this class with all the background information we learned on Bharatanatyam and Hinduism, dance routines, and yoga. | Malini is brilliant, she's very patient and cares for the well being of her students in a university where exams are more important than health and wellness. Her holistic approach to dance motivated me to improve myself more and work on my weaknesses while honing my strengths. | This course gave me an appreciation for dance that I did not have in the past. It allowed me to get back in touch with my culture and it was a fun way to exercise and de-stress every week. I learned so much in one semester and Malini Srinivasan is a wonderful professor. | Professor made the atmosphere very down to earth, I learned yoga. I made great connections with my peers. I can now call myself a dancer. Professor paid close attention to what improvements we needed.","It shouldn't be necessary for student to have to read about all the Indian mythology or if it is, it should be taught in a fun way. Also, we shouldn't be required to go to the city | The only suggestion I have is possibly a little more time in class to work on the final group dance assignment. | I would prefer the professor pay closer attention on basic steps in addition to sequence steps. | The grades of the assignments, presentations, practicals, etc should be put on blackboard. | Truthfully there is not one thing I would change about this course",3,ARTS,,Any dance class
ACC311,ACC,311,01,Spring,2021,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1214/56613,21,0,47,9,12,8,5,4,3,2,2,0,2,,,,1.73,0.5,,1.73,0.5,,"The powerpoints and his recorded lectures were so helpful and just simple.  It kept me from becoming overwhelmed by just reading the text. | The textbook was a great resource, and the homework assignments, while long, were very useful in helping to understand the material. | It is directly applicable to our lives. | textbook","Prof. Barragato said that only the material he covered in the last lecture (regarding chapters 13 and 14) would be on the final, but there ended up being at least 5 questions on material from those chapters that was not covered in lecture. I lost a considerable number of points on the final because of this. It should have been made much clearer what topics from those chapters we would need to know. In addition, while I'm not sure how others felt about this, the last two exams seemed unreasonably difficult given the grade cut-offs. | There was too much information to take in with too many very specific facts. It is very difficult to remember all of the information needed on the exams. | Nothing really.  Some of his test questions were more difficult than the ones given during HW but i think that's pretty standard. | Professor should be more thorough in explaining mathematical problems. Students shouldn’t have to teach it themselves. | I hope the instructor could be more responsive to emails",3,,BUS major or ACC minor,
ACC311,ACC,311,01,Summer,2021,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1216/65921,21,1,17,10,3,2,1,0,0,0,1,0,0,,,,2.5,0.0,,2.5,0.0,,,,3,,BUS major or ACC minor,
ACC311,ACC,311,01,Fall,2021,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1218/91868,21,2,52,11,11,12,7,5,3,1,1,1,0,,,,1.9,0.64,,1.9,0.64,,I really know a bunch of knowledge about the tax itself. The textbook is so important. | The course content was very easily applicable and helpful! | tax accounting,I hope the exam could be become easier and have fewer questions. Or we should have a more optional practice which is similar to exams. | The class time should be earlier than 8pm and grading instructions should be more clear in the syllabus,3,,BUS major or ACC minor,
ACC311,ACC,311,01,Spring,2022,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1224/54270,21,3,38,13,6,3,8,2,0,5,0,0,1,,,,2.1,1.2,1.0,2.1,1.2,1.0,"The eBook, homework, and study modules have helped me understand the material the most compared to the lectures. There is a lot of material to cover and understand which isn't surprising as the course covers federal income taxation. I just didn't realize how much there is to learn. I often spend more than a few hours reading the eBook to understand it all. I strongly advise those who want to attend this course that you will be spending a lot of your free time reading and studying reading the eBook to do well on the exams. This is especially true for exams 2 & 3 as they are more calculation based than conceptual. This is including the fact all exams are open book. | I think the content of this class has been very interesting. I find myself to be a person who takes pride in knowing about rules and policies, and this class taught me just that","The lecture can definitely be improve on as they are, to me, the least interesting part of the course. While Professor Barragato provide valuable information and insight on the course material, I often struggle to listen because to me, they are boring. Yet, when it comes to learning the same material from the eBook, I find it interesting and want to learn more about it. It seems the Professor's lecturing style might be the reason why I find his lectures a slog to go through.

My advice for Professor Barragato is incorporate more student engagement into his lectures as that can make more interesting to listen to. It would require the class to listen to the lectures more as they, for example, can be called upon to answer questions about what was just covered. My Professor from BUS 346 does this and it helps me understand the material more especially when I am confuse about a particular topic or concept. | While the study modules before exams were extremely helpful in reinforcing the concepts of this course, when the exams came, I felt quite lost, as most of the questions involved calculating. I feel like it would be more helpful if there were more calculating-based questions available for practice. The ones in the textbook have no answer keys, therefore I have no way of checking to see if I solved them correctly",3,,BUS major or ACC minor,
ACC311,ACC,311,01,Summer,2022,FEDERAL INCOME TAXATION I,Ronald Stunda,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1226/61909,21,4,26,21,3,1,1,0,0,0,0,0,0,,,,3.0,0.43,,3.0,0.43,,"The course is very helpful in understanding federal tax applications in the corporate environment. It also helps me to understand how to file my annual tax returns and how to avoid payment of tax penalty.
I also gain adequate knowledge on how to use judicial process in handling tax dispute. | Dr. Stunda really makes learning interesting and helps prepare you for a future in accounting | This course was valuable as it taught me more about how taxation works. | Nothing","The course has been perfectly handled and textbook provided is very detailed with simplified exercises related to work environment that help to understand the practical aspect of the federal taxation.

However, I wish the course should be handled during long semester period so that more chapters could be covered to gain more useful knowledge in other chapters which have not been covered because of limited time/ period. | I didn’t like that there were no recorded lectures. The professor basically just posted all the PowerPoints at the start of the semester and we had a quiz/homework assignment on each chapter and a weekly discussion. It was a very self taught class. | I think it was great as is. | I am not sure.",3,,BUS major or ACC minor,
ACC311,ACC,311,01,Fall,2022,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1228/91241,21,5,55,14,12,10,13,3,1,2,0,0,0,,,,,0.63,,,0.63,,One of the best professors at Stony Brook. Extremely informed regarding tax laws and other relevant information. Use of real life experiences helps learner understand the content being taught. Really great course! | Professor Barragato did a great job at making tax less confusing. His examples made lessons easier to understand. I learned a lot about taxes which I had no idea about prior to taking the course. | Lectures were really helpful in understanding the material.,"Tests were difficult, going over practice problems in class could help!",3,,BUS major or ACC minor,
ACC311,ACC,311,01,Spring,2023,FEDERAL INCOME TAXATION I,Charles Barragato,https://classie-evals.stonybrook.edu/Section/details/ACC/311/01/LEC/1234/53477,21,6,36,13,12,3,3,0,3,0,0,2,0,,,,,0.47,,,0.47,,,,3,,BUS major or ACC minor,
